,ID,ICAO,Country,AirportName,longitude,latitude,Year,PAX,cargo,Population100km,Island,SouthIsland,Routes,RunwayCount,NUTS0,NUTS1,NUTS2,NUTS3,Tourists,Area,GDPpc,hub,international,ownership,RunwayLength
343,298,EGEC,United Kingdom,Campbeltown Airport,-5.68639,55.4372,2011,9201,0,2132951,0,0,2,1,UK,UKM,UKM6,UKM63,2330661,41960.2,21600,0,0,public,1750
338,300,EGFF,United Kingdom,Cardiff,-3.343333,51.396667,2011,1208202,1397,5237179.5,0,0,37,1,UK,UKL,UKL2,UKL22,1454983,7781.7,24000,0,1,public,2392
335,308,EGGD,United Kingdom,Bristol,-2.719089,51.382669,2011,5767628,256,6665229.5,0,0,145,1,UK,UKK,UKK1,UKK12,2908003,7703.9,29100,0,1,private,2011
320,311,EGGP,United Kingdom,Liverpool,-2.849722,53.333611,2011,5246414,168,11115432,0,0,94,1,UK,UKD,UKD7,UKD72,1322244,907.9,21300,0,1,major private,2285
327,317,EGGW,United Kingdom,Luton,-0.368333,51.874722,2011,9509911,27905,18556414,0,0,162,1,UK,UKH,UKH2,UKH21,852037,2878.5,28400,0,1,public,2162
336,324,EGHH,United Kingdom,Bournemouth,-1.8425,50.78,2011,612499,10828,5536124,0,0,12,1,UK,UKK,UKK2,UKK22,2570652,6208.8,22400,0,1,public,2271
333,328,EGHI,United Kingdom,Southampton,-1.356803,50.950261,2011,1761961,132,10460341,0,0,64,1,UK,UKJ,UKJ3,UKJ33,2142125,4249.3,28000,0,1,private,1723
332,333,EGKK,United Kingdom,Gatwick,-0.190278,51.148056,2011,33638323,92056,17583626,0,0,470,2,UK,UKJ,UKJ2,UKJ24,2707179,5504.2,28000,1,1,private,5881
329,339,EGLC,United Kingdom,City,0.055278,51.505278,2011,2941781,0,18328776,0,0,116,1,UK,UKI,UKI1,UKI12,14090472,327.9,82200,0,1,private,1508
330,342,EGLL,United Kingdom,Heathrow,-0.461389,51.4775,2011,69388105,1569303,19281818,0,0,915,3,UK,UKI,UKI2,UKI23,4318329,1266.8,23100,1,1,private,9762
318,354,EGNH,United Kingdom,Blackpool,-3.028611,53.771667,2011,235669,3,8918233,0,0,8,2,UK,UKD,UKD4,UKD43,1510462,3263.2,20300,0,0,private,2873
321,355,EGNJ,United Kingdom,Humberside,-0.350833,53.574444,2011,273096,1132,6341859.5,0,0,8,2,UK,UKE,UKE1,UKE13,595961,3657.5,20600,0,0,public,3056
323,360,EGNM,United Kingdom,Leeds Bradford,-1.660569,53.865897,2011,2909527,191,12223893,0,0,90,1,UK,UKE,UKE4,UKE42,1212968,2029.2,24100,0,1,private,2250
317,366,EGNT,United Kingdom,Newcastle,-1.691667,55.0375,2011,4336304,11592,2933619.75,0,0,108,1,UK,UKC,UKC2,UKC22,1276989,5629.5,21800,0,1,minor private,2329
316,374,EGNV,United Kingdom,Durham Tees Valley Airport,-1.429406,54.509189,2011,190284,3,5540788,0,0,12,1,UK,UKC,UKC1,UKC13,547952,3046.8,18700,0,1,major private,2291
324,376,EGNX,United Kingdom,Nottingham East Midlands,-1.328056,52.831111,2011,4208260,298752,13978685,0,0,115,1,UK,UKF,UKF2,UKF22,1084029,4917.9,23900,0,1,public,2893
344,383,EGPA,United Kingdom,Kirkwall,-2.905,58.957778,2011,133930,85,44056.8125,1,0,22,2,UK,UKM,UKM6,UKM65,2330661,41960.2,21600,0,0,public,2108
345,385,EGPB,United Kingdom,Sumburgh,-1.295556,59.878889,2011,142612,317,21620.57227,1,0,10,2,UK,UKM,UKM6,UKM66,2330661,41960.2,21600,0,0,public,2926
346,390,EGPC,United Kingdom,Wick,-3.093056,58.458889,2011,24262,0,130218.1797,0,0,4,1,UK,UKM,UKM6,UKM61,2330661,41960.2,21600,0,0,public,1825
342,397,EGPD,United Kingdom,Dyce,-2.197778,57.201944,2011,3082575,5647,812420.1875,0,0,74,1,UK,UKM,UKM5,UKM50,761264,6498.3,41800,0,0,private,1953
347,400,EGPE,United Kingdom,Inverness,-4.0475,57.5425,2011,579123,199,323387.6563,0,0,25,2,UK,UKM,UKM6,UKM62,2330661,41960.2,21600,0,1,public,2587
340,407,EGPF,United Kingdom,Glasgow,-4.433056,55.871944,2011,6858264,2475,3729444.75,0,0,135,1,UK,UKM,UKM3,UKM35,2424237,13437.5,23000,0,1,private,2665
339,411,EGPH,United Kingdom,Edinburgh,-3.3725,55.95,2011,9383242,44308,4115255,0,0,174,2,UK,UKM,UKM2,UKM25,3784313,18296.4,25400,0,1,private,4353
348,415,EGPI,United Kingdom,Islay,-6.256667,55.681944,2011,25784,283,505119.375,0,0,2,2,UK,UKM,UKM6,UKM63,2330661,41960.2,21600,0,0,public,2180
341,423,EGPK,United Kingdom,Prestwick,-4.586667,55.509444,2011,1295512,11853,3354543,0,0,30,2,UK,UKM,UKM3,UKM37,2424237,13437.5,23000,0,1,private,4891
349,426,EGPL,United Kingdom,Benbecula,-7.362778,57.481111,2011,34240,172,28731.46289,1,0,6,2,UK,UKM,UKM6,UKM64,2330661,41960.2,21600,0,0,public,3056
355,431,EGPN,United Kingdom,Dundee,-3.025833,56.452499,2011,61629,0,2785175.25,0,0,2,1,UK,UKM,UKM2,UKM21,3784313,18296.4,25400,0,0,public,1400
350,435,EGPO,United Kingdom,Stornoway,-6.331111,58.215556,2011,122439,115,34248.78906,1,0,10,2,UK,UKM,UKM6,UKM64,2330661,41960.2,21600,0,0,public,3315
356,440,EGPR,United Kingdom,Barra Airport,-7.44306,57.0228,2011,10482,28,17988.54492,0,0,4,1,UK,UKM,UKM6,UKM64,2330661,41960.2,21600,0,0,public,2325
351,448,EGPU,United Kingdom,Tiree,-6.869167,56.499167,2011,8310,55,30597.93164,1,0,2,3,UK,UKM,UKM6,UKM63,2330661,41960.2,21600,0,0,public,3063
326,452,EGSH,United Kingdom,Norwich,1.282778,52.675833,2011,413837,330,2444117,0,0,18,1,UK,UKH,UKH1,UKH13,2614559,12746.6,25300,0,1,major private,1841
328,459,EGSS,United Kingdom,Stansted,0.235,51.885,2011,18043407,230162,17292312,0,0,265,1,UK,UKH,UKH3,UKH33,743574,3946.9,22500,1,1,private,3049
337,464,EGTE,United Kingdom,Exeter,-3.413889,50.734444,2011,707414,5565,3836831.25,0,0,46,1,UK,UKK,UKK4,UKK43,2416517,6839.7,21200,0,1,private,2076
331,467,EGTK,United Kingdom,Kidlington,-1.32,51.836944,2011,1500,0,18645106,0,0,4,2,UK,UKJ,UKJ1,UKJ14,2620965,5743.4,38700,0,0,private,2312
